Loading stratified splits (ensures (dEdge, length) combinations are held out)...
Stratified training set size: 21352
Stratified validation set size: 1858
Stratified test set size: 2410
Note: Validation/test sets contain (dEdge, length) combinations not seen in training
Loaded ML_dEdge critic model from /dfs9/tw/yuanmis1/mrsec/ML-MD-Peptide/DL_for_Peptide/ML_dEdge/models/iteration2/Transformer_curriculum_lr_0.2_bs_1024.pt
Critic model frozen (no gradients)
Adversarial training enabled with lambda=1.0
Training on cuda
Total parameters: 25,451,541
Training samples: 21352
Validation samples: 1858
Adversarial training: ENABLED (lambda=1.0, freq=1)
Training metrics will be saved to: /dfs9/tw/yuanmis1/mrsec/ML-MD-Peptide/DL_for_Peptide/ML_dEdge_gen/v1+2/data/training_metrics_lr0.0005_bs512_lam1.0_ep400_1.csv
Epoch 1: New best model saved! (Valid Loss: 0.5400 = Gen: 3.4270 + λ*Adv: 0.5400)
Epoch 52/400: Total Loss: 1.0583 | Generator Loss: 3.3796 | Adversarial Loss: 1.0583 | Valid Loss: 0.5122 (Gen: 3.4270, Adv: 0.5122) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.55% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 53/400: Total Loss: 1.0711 | Generator Loss: 3.3791 | Adversarial Loss: 1.0711 | Valid Loss: 0.5337 (Gen: 3.4270, Adv: 0.5337) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.45% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 54/400: Total Loss: 1.0747 | Generator Loss: 3.3783 | Adversarial Loss: 1.0747 | Valid Loss: 0.5289 (Gen: 3.4270, Adv: 0.5289) | Perplexity: 29.32 (train) / 30.78 (val) | Token Acc: 1.46% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 55/400: Total Loss: 1.0755 | Generator Loss: 3.3793 | Adversarial Loss: 1.0755 | Valid Loss: 0.5320 (Gen: 3.4270, Adv: 0.5320) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.47% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 56/400: Total Loss: 1.0507 | Generator Loss: 3.3791 | Adversarial Loss: 1.0507 | Valid Loss: 0.5087 (Gen: 3.4270, Adv: 0.5087) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.44% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 57/400: Total Loss: 1.0736 | Generator Loss: 3.3794 | Adversarial Loss: 1.0736 | Valid Loss: 0.5331 (Gen: 3.4270, Adv: 0.5331) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.31% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 58/400: Total Loss: 1.0526 | Generator Loss: 3.3784 | Adversarial Loss: 1.0526 | Valid Loss: 0.5743 (Gen: 3.4270, Adv: 0.5743) | Perplexity: 29.32 (train) / 30.78 (val) | Token Acc: 1.40% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 59/400: Total Loss: 1.0579 | Generator Loss: 3.3787 | Adversarial Loss: 1.0579 | Valid Loss: 0.5494 (Gen: 3.4270, Adv: 0.5494) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.39% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 60/400: Total Loss: 1.0509 | Generator Loss: 3.3791 | Adversarial Loss: 1.0509 | Valid Loss: 0.5312 (Gen: 3.4270, Adv: 0.5312) | Perplexity: 29.34 (train) / 30.78 (val) | Token Acc: 1.49% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 61/400: Total Loss: 1.0634 | Generator Loss: 3.3786 | Adversarial Loss: 1.0634 | Valid Loss: 0.5293 (Gen: 3.4270, Adv: 0.5293) | Perplexity: 29.33 (train) / 30.78 (val) | Token Acc: 1.49% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 62/400: Total Loss: 1.0472 | Generator Loss: 3.3798 | Adversarial Loss: 1.0472 | Valid Loss: 0.5501 (Gen: 3.4270, Adv: 0.5501) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.45% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 63/400: Total Loss: 1.0412 | Generator Loss: 3.3792 | Adversarial Loss: 1.0412 | Valid Loss: 0.5464 (Gen: 3.4270, Adv: 0.5464) | Perplexity: 29.35 (train) / 30.78 (val) | Token Acc: 1.43% (train) / 0.81% (val) | LR: 1.00e-06
Epoch 64/400: Total Loss: 1.0720 | Generator Loss: 3.3797 | Adversarial Loss: 1.0720 | Valid Loss: 0.5254 (Gen: 3.4270, Adv: 0.5254) | Perplexity: 29.36 (train) / 30.78 (val) | Token Acc: 1.39% (train) / 0.81% (val) | LR: 1.00e-06
